Created At,Tweet Id,Text,lang,retweet_count,like_count,author_id,source,context_annotations,geo,translation
2023-10-17 07:35:20+00:00,1714183296781893980,"@Roaastudies انتوا حماس ماقدرتوا عليها وجبتوا امريكا والغرب 
لو بس تجتمع الدول العربية عليكم",ar,0,0,549258526,,"[{'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1710867603760070656', 'name': 'Israel-Gaza Conflict'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1046545033657081857', 'name': 'News', 'description': 'News'}}]",,If only the Arab countries would meet with you.
2023-10-17 07:35:19+00:00,1714183292856025512,هذه المرة يتذرع الاحتلال بهجوم حماس على إسرائيل يوم ٧ أكتوبر الماضي. لكن إسرائيل لا تحتاج إلى سبب لكي تمارس وحشيتها ضد المدنيين في غزة.,ar,0,0,263837997,,"[{'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1710867603760070656', 'name': 'Israel-Gaza Conflict'}}, {'domain': {'id': '69', 'name': 'News Vertical', 'description': 'News Categories like Entertainment or Technology'}, 'entity': {'id': '840159122012102656', 'name': 'Political News', 'description': 'Political News'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1046545033657081857', 'name': 'News', 'description': 'News'}}]",,"This time, the occupation invokes the Hamas attack on Israel on October 7, but Israel does not need a reason to use its brutality against civilians in Gaza."
2023-10-17 07:35:12+00:00,1714183263755846025,علينا أن نسأل حزب الله لأن قرار الحرب والسلم بيده والدولة في خبر كان ... اي قطرة دم تسقط من اهل الجنوب يتحمل مسؤوليتها الحزب وحركة الإرهاب حماس https://t.co/kRqevGMxzN,ar,0,0,1470319503401795585,,"[{'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1710867603760070656', 'name': 'Israel-Gaza Conflict'}}, {'domain': {'id': '69', 'name': 'News Vertical', 'description': 'News Categories like Entertainment or Technology'}, 'entity': {'id': '840159122012102656', 'name': 'Political News', 'description': 'Political News'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847878884917886977', 'name': 'Politics', 'description': 'Politics'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '900740740468191232', 'name': 'Political issues', 'description': 'Political issues'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1046545033657081857', 'name': 'News', 'description': 'News'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1518966975787008002', 'name': 'Lebanon Conflict '}}]",,We have to ask Hezbollah because the decision of war and peace is in his hands and the state in the news was any drop of blood falling from the people of the south is the responsibility of the party and the terrorist movement Hamas
2023-10-17 07:35:11+00:00,1714183257472868460,"نقطة يجب الوقوف عندها:
 لماذا هذا التوقيت بالذات بنفس الوقت الذي يقوم به الكيان الصهيوني بالترويج بأن حماس هي داعش تظهر داعش التي ماتت من جديد لتضرب في اوروبا؟

هي تخدم مصلحة من حماس او الكيان الصهيوني؟
فكر شوي https://t.co/U60zFk9GoK",ar,0,0,223746195,,"[{'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1710867603760070656', 'name': 'Israel-Gaza Conflict'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1046545033657081857', 'name': 'News', 'description': 'News'}}]",,"Why is this particular timing at the same time as the Zionist entity is promoting that Hamas is ISIS, which is re-emerging and dying to strike in Europe?"
2023-10-17 07:35:09+00:00,1714183249096831023,@EdyCohen حماس اضهرت هشاشة جيشكم وضعف قواتكم,ar,0,0,1208002676346236928,,"[{'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1710867603760070656', 'name': 'Israel-Gaza Conflict'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1046545033657081857', 'name': 'News', 'description': 'News'}}]",,Hamas has exposed the fragility of your army and the weakness of your forces.
2023-10-17 07:35:02+00:00,1714183222362255681,@jacksonhinklle لو لم تحقق حماس سوى نصر أنها أسقطت أقنعة الغرب المنافق و كذبات الديمقراطية و حقوق الإنسان التي صدّعونا بها رؤوسنا لعقود لكان ذلك أعظم نصر في هذا القرن ⁦🇵🇸⁩⁦🇵🇸⁩⁦✌️⁩⁦✌️⁩,ar,0,0,890263797084147712,,"[{'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1710867603760070656', 'name': 'Israel-Gaza Conflict'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1046545033657081857', 'name': 'News', 'description': 'News'}}]",,"If Hamas had achieved nothing but a victory by dropping the hypocritical masks of the West and the lies of democracy and human rights with which they have beheaded us for decades, it would have been the greatest victory of this century."
2023-10-17 07:35:02+00:00,1714183219346567557,"@aaabh9 حماس انتهت سياسياً و عسكرياً على يد عسكر مصر دعم لإسرائيل و خيانة لفلسطين
و لن يبقى فصيل مسلح في فلسطين ما دام عسكر مصر موجودين
هذه هي سبب اشتعال الحرب في غزه للقضاء على الفصائل",ar,0,0,1587297280197017600,,"[{'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1710867603760070656', 'name': 'Israel-Gaza Conflict'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847543836330958848', 'name': 'Global security & terrorism', 'description': 'Global conversation about threats of terrorism, response of governments, and national security  '}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847878884917886977', 'name': 'Politics', 'description': 'Politics'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '900740740468191232', 'name': 'Political issues', 'description': 'Political issues'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1046545033657081857', 'name': 'News', 'description': 'News'}}]",,"Hamas ended politically and militarily at the hands of the military of Egypt, support for Israel and betrayal of Palestine, and no armed faction will remain in Palestine as long as the military of Egypt is present, this is the reason for the outbreak of war in Gaza to eliminate the factions"
2023-10-17 07:35:01+00:00,1714183215936585979,@ScreenMix طيب يا وحش لما تقدر علي حماس ابقي كلم الدول,ar,0,0,1975655767,,"[{'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1710867603760070656', 'name': 'Israel-Gaza Conflict'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1046545033657081857', 'name': 'News', 'description': 'News'}}]",,"Well, monster, why can't you keep talking to the states?"
2023-10-17 07:34:54+00:00,1714183186438058040,"مقاتلوا ""حماس"" يكتشفون نقطة ضعف في أجهزة الحماية النشطة لدبابة ""ميركافا"" 

 https://t.co/zNlKjSS8bG",ar,0,0,1358467146519621635,,"[{'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1710867603760070656', 'name': 'Israel-Gaza Conflict'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1046545033657081857', 'name': 'News', 'description': 'News'}}]",,Hamas fighters discover weak point in active protection of Merkava tank
2023-10-17 07:34:53+00:00,1714183181769777437,"@W99message اعتقد ستنتهي ظاهرة حماس والجهاد لأنهما استنفذتا كامل مهمتهما خدمة لمصلحة اليمين الاسرائيلي المتطرف سينتهيان معاً بعد خسارة الفلسطينيين لغزة والكثير من منجزاتهم في اقامة دولتهم ..
تحياتي من القلب",ar,0,0,828594243681804288,,"[{'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1710867603760070656', 'name': 'Israel-Gaza Conflict'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1046545033657081857', 'name': 'News', 'description': 'News'}}]",,I believe the phenomenon of Hamas and Jihad will end because they have exhausted all their tasks in the interest of the Israeli far right will end together after the Palestinians lost Gaza and many of their achievements in establishing their state Greetings from the heart
2023-10-17 07:34:53+00:00,1714183181702746171,ليه شغفي للدوام كذا نايم؟ المشكله حتى بالعطله م حسيت بذرة شوق او حماس للدوام واذكر اول يوم داومت حرفياً الدنيا كانت تافله بكصتي وبالقوه سحلت روحي وداومت,ar,0,0,1526936536004141058,,"[{'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1710867603760070656', 'name': 'Israel-Gaza Conflict'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1046545033657081857', 'name': 'News', 'description': 'News'}}]",,What is my passion for permanence like? The problem is even in the holidays I felt a seed of longing or enthusiasm for permanence and I remember the first day I literally lasted the world was covered with my crumb and by force I washed my soul and I always
2023-10-17 07:34:52+00:00,1714183177818775910,@Roaastudies اسالي حماس,ar,0,0,1527252869283467266,,"[{'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1710867603760070656', 'name': 'Israel-Gaza Conflict'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1046545033657081857', 'name': 'News', 'description': 'News'}}]",,Ask Hamas
2023-10-17 07:34:48+00:00,1714183162266268031,@aliAyyash86 يعني حماس بتنضرب,ar,0,0,1145247914312253440,,"[{'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1710867603760070656', 'name': 'Israel-Gaza Conflict'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1046545033657081857', 'name': 'News', 'description': 'News'}}]",,It means excited.
2023-10-17 07:34:46+00:00,1714183153374441899,"ايه الهشتاج ده
ده هشتاج في ريحة وساخه وتعريص للاحتلال 
معناه انو بيوافق ان الاحتلال يعاقب المقاومة لكن بيرفض العقاب الجماعي
#المقاومة_شرف_حماس_مقاومه https://t.co/MfaT0uBGA7",ar,0,0,941852288494301185,,"[{'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10045225402', 'name': 'Twitter'}}]",,"What is the meaning of the occupation means that he agrees that the occupation punishes the resistance, but rejects the collective punishment of the resistance, the honor of Hamas resistance."
2023-10-17 07:34:45+00:00,1714183149788246213,@AvichayAdraee لو كنتم رجالا لما استنجدتم بامريكا ايها الجبناء الرعاديد  ضد ابطال المقاومه حماس فكيف بدخول حزب الله قريبا جدا فضلا عن استخدام الطيران وخوفكم من دخول برا علما ان ما تملكه قوى المقاومه في غزه متواضعا بما يملكه حزب الله النصر المقاومه في فلسطين ولبنان وكل اماكن تواجدهم,ar,0,0,912323429793136640,,"[{'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1710867603760070656', 'name': 'Israel-Gaza Conflict'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1046545033657081857', 'name': 'News', 'description': 'News'}}]",,"If you were men, you cowards would not have appealed to America against the heroes of the resistance Hamas, so how about the entry of Hezbollah very soon, as well as the use of aviation and your fear of entering the land, knowing that what the resistance forces in Gaza have is modest with what Hezbollah has the resistance victory in Palestine, Lebanon and all their places of presence."
2023-10-17 07:34:44+00:00,1714183147145879941,"طبعا محدش يجرأ يحمل حماس مسئولية إبادة مدنين عزل لو مش هيموتوا من القصف هيموتوا من الجوع والعطش، وطبعا جر المنطقة كلها لحفرة نار بس مش مهم كلة فدا تراب جذمة هنية ومشعل والمليارات 
لكن الجرأة واللسان الزفر ع الجيش المصرى ومحمد صلاح وكل ماهو مصرى  !!",ar,0,0,1216799287369183233,,"[{'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1710867603760070656', 'name': 'Israel-Gaza Conflict'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1046545033657081857', 'name': 'News', 'description': 'News'}}]",,"Of course, he dares to bear the responsibility of exterminating civilians if they do not die from bombing, they die from hunger and thirst, and of course drag the whole region to a pit of fire, but it is not important all the dust of Haniyeh and Meshal and billions, but the boldness and the tongue of the Egyptian army and Mohammed Salah and everything Egyptian"
2023-10-17 07:34:35+00:00,1714183109069971848,"لا واليكتلك انو ابو حماس نادالهم وغلسو،
راح ابو آلآء گص صورة من الحدود ورجع يسهر بالديسكو😂
مقاومة چيس تتن🤣 https://t.co/wca3zG6hDj",ar,0,0,1690838633798897664,,"[{'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1710867603760070656', 'name': 'Israel-Gaza Conflict'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1046545033657081857', 'name': 'News', 'description': 'News'}}]",,"No, no, no, no. No, no, no, no, no, no, no. No, no, no, no, no, no, no, no, no, no, no, no, no, no."
2023-10-17 07:34:32+00:00,1714183096415772682,"إنا لله وإنا إليه راجعون..
الدكتور أسامة المزيني، رئيس مجلس الشوى في حركة #حماس بـ #غزة ووزير التربية والتعليم الفلسطيني السابق في ذمة الله شهيداً..

نسأل الله له الرحمة والمغفرة، وما زالت حماس تُقدم قادتها شهداء.. https://t.co/g7YaJLGpg0",ar,0,0,1485112791384080387,,"[{'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1710867603760070656', 'name': 'Israel-Gaza Conflict'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1046545033657081857', 'name': 'News', 'description': 'News'}}]",,"We belong to God and to Him we return Dr. Osama al-Muzaini, Chairman of the Hamas Grill Council in Gaza and former Palestinian Minister of Education in the name of God as a martyr, we ask God for mercy and forgiveness, and Hamas continues to offer its leaders martyrs"
